Date,Match.Number,Batsman,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Score,Wickets.Lost,Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
12/02/16,61,RA Jadeja,1,NA,1,0,0,100,8,not out,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
12/02/16,61,Yuvraj Singh,0,NA,1,0,0,0,7,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,2
14/02/16,62,S Dhawan,46,NA,46,5,1,100,2,not out,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,1
14/02/16,62,AM Rahane,22,NA,24,1,0,91.66,3,not out,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,1
14/02/16,62,RG Sharma,13,NA,13,1,1,100,1,lbw,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,1
24/02/16,63,V Kohli,7,13,12,1,0,58.33,3,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,HH Pandya,31,25,18,4,1,172.22,6,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,SK Raina,13,14,13,2,0,100,4,bowled,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,MS Dhoni,8,4,2,0,1,400,7,not out,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,RG Sharma,83,90,55,7,3,150.9,1,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,RA Jadeja,0,1,0,0,0,NA,8,not out,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,S Dhawan,2,6,4,0,0,50,2,bowled,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
24/02/16,63,Yuvraj Singh,15,29,16,1,0,93.75,5,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2
27/02/16,64,Yuvraj Singh,14,66,32,2,0,43.75,5,not out,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,HH Pandya,0,1,2,0,0,0,6,caught,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,SK Raina,1,10,4,0,0,25,4,caught,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,V Kohli,49,71,51,7,0,96.07,3,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,AM Rahane,0,5,1,0,0,0,2,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,RG Sharma,0,2,2,0,0,0,1,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
27/02/16,64,MS Dhoni,7,6,3,1,0,233.33,7,not out,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1
01/03/16,65,Yuvraj Singh,35,30,18,3,3,194.44,5,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,HH Pandya,2,3,4,0,0,50,6,bowled,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,RG Sharma,15,15,14,3,0,107.14,2,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,V Kohli,56,85,47,7,0,119.14,3,not out,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,SK Raina,25,35,26,2,0,96.15,4,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,MS Dhoni,7,7,4,0,1,175,7,not out,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
01/03/16,65,S Dhawan,1,9,3,0,0,33.33,1,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1
03/03/16,66,Yuvraj Singh,25,19,14,4,1,178.57,3,not out,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,1
03/03/16,66,S Dhawan,16,46,20,3,0,80,2,not out,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,1
03/03/16,66,RG Sharma,39,26,28,7,1,139.28,1,caught,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,1
06/03/16,67,V Kohli,41,62,28,5,0,146.42,3,not out,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,1
06/03/16,67,RG Sharma,1,8,5,0,0,20,1,caught,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,1
06/03/16,67,MS Dhoni,20,7,6,1,2,333.33,4,not out,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,1
06/03/16,67,S Dhawan,60,63,44,9,1,136.36,2,caught,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,1
15/03/16,68,RA Jadeja,0,NA,3,0,0,0,8,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,MS Dhoni,30,NA,30,1,1,100,6,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,R Ashwin,10,NA,20,0,0,50,9,stumped,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,V Kohli,23,NA,27,2,0,85.18,3,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,Yuvraj Singh,4,NA,5,1,0,80,5,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,RG Sharma,5,NA,7,0,0,71.42,1,stumped,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,SK Raina,1,NA,2,0,0,50,4,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,HH Pandya,1,NA,7,0,0,14.28,7,lbw,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
15/03/16,68,S Dhawan,1,NA,3,0,0,33.33,2,lbw,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1
19/03/16,69,SK Raina,0,1,1,0,0,0,4,bowled,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
19/03/16,69,Yuvraj Singh,24,35,23,1,1,104.34,5,caught,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
19/03/16,69,V Kohli,55,66,37,7,1,148.64,3,not out,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
19/03/16,69,MS Dhoni,13,15,9,0,1,144.44,6,not out,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
19/03/16,69,S Dhawan,6,24,15,1,0,40,2,bowled,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
19/03/16,69,RG Sharma,10,11,11,2,0,90.9,1,caught,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1
23/03/16,70,V Kohli,24,37,24,0,1,100,3,bowled,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,SK Raina,30,40,23,1,2,130.43,4,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,R Ashwin,5,4,2,1,0,250,9,not out,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,MS Dhoni,13,29,12,1,0,108.33,6,not out,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,RG Sharma,18,29,16,1,1,112.5,1,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,HH Pandya,15,9,7,2,1,214.28,5,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,Yuvraj Singh,3,8,6,0,0,50,7,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,S Dhawan,23,33,22,2,1,104.54,2,lbw,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
23/03/16,70,RA Jadeja,12,15,8,2,0,150,8,bowled,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2
27/03/16,71,MS Dhoni,18,29,10,3,0,180,6,not out,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
27/03/16,71,Yuvraj Singh,21,31,18,1,1,116.66,5,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
27/03/16,71,S Dhawan,13,16,12,1,1,108.33,2,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
27/03/16,71,V Kohli,82,78,51,9,2,160.78,3,not out,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
27/03/16,71,SK Raina,10,9,7,1,0,142.85,4,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
27/03/16,71,RG Sharma,12,25,17,1,0,70.58,1,bowled,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1
31/03/16,72,RG Sharma,43,29,31,3,3,138.7,1,lbw,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2
31/03/16,72,V Kohli,89,63,47,11,1,189.36,3,not out,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2
31/03/16,72,MS Dhoni,15,24,9,1,0,166.66,4,not out,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2
31/03/16,72,AM Rahane,40,68,35,2,0,114.28,2,caught,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,2
